order_number,source_platform,status,order_date,total_amount,customer,tracking_number
04-13586-34100,SHIPSTATION,SHIPPED,2025-09-14 13:20:10+00:00,33.45,<app.models.models.Customer object at 0x7f572cd49c50>,9400150206217279512926
04-13600-00121,SHIPSTATION,SHIPPED,2025-09-17 15:21:45+00:00,764.92,<app.models.models.Customer object at 0x7f572cdd6750>,393373608165
09-13579-84615,SHIPSTATION,SHIPPED,2025-09-14 15:24:08+00:00,36.37,<app.models.models.Customer object at 0x7f572cdaf550>,9400150105501159934918
15-13603-08251,SHIPSTATION,AWAITING_SHIPMENT,2025-09-22 08:59:05+00:00,157.39,<app.models.models.Customer object at 0x7f572cd6b450>,None
23-13553-83406,SHIPSTATION,SHIPPED,2025-09-12 15:22:53+00:00,211.21,<app.models.models.Customer object at 0x7f572cdd4d50>,9434650206217084850680
200013522031808,WALMART,SHIPPED,2025-09-16 23:21:58.788000+00:00,1154.85,<app.models.models.Customer object at 0x7f572cdd7750>,9434650206217085738420
200013808240381,SHIPSTATION,SHIPPED,2025-09-14 08:51:26.063000+00:00,247.57,<app.models.models.Customer object at 0x7f572cd5a750>,393263953379
21-13594-82454,SHIPSTATION,AWAITING_SHIPMENT,2025-09-22 09:07:56+00:00,500.67,<app.models.models.Customer object at 0x7f572cd6b550>,None
200013517557895,SHIPSTATION,AWAITING_SHIPMENT,2025-09-11 18:37:04.447000+00:00,172.78,<app.models.models.Customer object at 0x7f572cd4a150>,None
12-13577-90554,SHIPSTATION,SHIPPED,2025-09-15 03:10:50+00:00,40.99,<app.models.models.Customer object at 0x7f57450f2b50>,9400150105501159940988
12-13568-49548,SHIPSTATION,SHIPPED,2025-09-12 13:17:39+00:00,196.37,<app.models.models.Customer object at 0x7f572cdd5750>,9434650206217084850765
14-13569-74088,SHIPSTATION,SHIPPED,2025-09-13 17:31:55+00:00,179.53,<app.models.models.Customer object at 0x7f572cd4b750>,9434650206217084850758
01-13604-84574,SHIPSTATION,SHIPPED,2025-09-17 17:37:50+00:00,59.37,<app.models.models.Customer object at 0x7f572cd5a650>,9400150206217286935831
14-13573-52768,SHIPSTATION,SHIPPED,2025-09-14 17:15:48+00:00,93.42,<app.models.models.Customer object at 0x7f572cd58050>,9400150206217279516740
200013359247983,SHIPSTATION,SHIPPED,2025-09-13 22:11:33.793000+00:00,4.00,<app.models.models.Customer object at 0x7f572cdd7a50>,9400150206217280501353
21-13567-82181,SHIPSTATION,SHIPPED,2025-09-15 13:25:25+00:00,53.03,<app.models.models.Customer object at 0x7f572cdd7550>,9434650206217085368504
02-13614-45782,SHIPSTATION,AWAITING_SHIPMENT,2025-09-20 16:39:44+00:00,258.92,<app.models.models.Customer object at 0x7f572cd59850>,None
10-13582-26161,SHIPSTATION,SHIPPED,2025-09-15 10:55:11+00:00,119.77,<app.models.models.Customer object at 0x7f572cdd7450>,9434650105501049780436
20-13571-80504,SHIPSTATION,SHIPPED,2025-09-16 05:26:09+00:00,20.38,<app.models.models.Customer object at 0x7f572cdbce50>,9400150105501163353743
200013603259215,SHIPSTATION,AWAITING_SHIPMENT,2025-09-15 12:54:50.343000+00:00,137.15,<app.models.models.Customer object at 0x7f572cdd7350>,None
04-13596-33930,SHIPSTATION,CANCELLED,2025-09-16 18:25:26+00:00,121.84,<app.models.models.Customer object at 0x7f572cd48d50>,None
24-13578-28294,SHIPSTATION,SHIPPED,2025-09-15 11:44:16+00:00,238.88,<app.models.models.Customer object at 0x7f572cd58c50>,9434650105501049630748
06-13589-90068,SHIPSTATION,SHIPPED,2025-09-15 20:22:26+00:00,197.66,<app.models.models.Customer object at 0x7f57450f1f50>,9434650206217085470542
06-13597-01054,SHIPSTATION,SHIPPED,2025-09-17 12:56:56+00:00,46.27,<app.models.models.Customer object at 0x7f572cd58550>,9400150206217286935817
22-13574-95232,SHIPSTATION,SHIPPED,2025-09-17 12:25:32+00:00,272.69,<app.models.models.Customer object at 0x7f572cd37350>,9434650206217086580820
200013662943420,SHIPSTATION,DELIVERED,2025-09-16 19:45:30.517000+00:00,297.99,<app.models.models.Customer object at 0x7f572cdd6d50>,393300972258
20-13568-96419,SHIPSTATION,SHIPPED,2025-09-15 11:40:47+00:00,403.28,<app.models.models.Customer object at 0x7f572cd58a50>,393272961967
200013550465540,SHIPSTATION,SHIPPED,2025-09-15 12:47:01.323000+00:00,158.90,<app.models.models.Customer object at 0x7f572cd59050>,9434650105501050110086
200013388398758,SHIPSTATION,SHIPPED,2025-09-16 07:45:43.287000+00:00,160.28,<app.models.models.Customer object at 0x7f572cd58150>,393323662010
23-13541-36693,SHIPSTATION,SHIPPED,2025-09-09 13:17:47+00:00,626.40,<app.models.models.Customer object at 0x7f572cd11650>,797631975125
04-13600-31596,SHIPSTATION,SHIPPED,2025-09-17 17:21:08+00:00,34.07,<app.models.models.Customer object at 0x7f572cdd7c50>,9400150206217286935848
02-13600-59206,SHIPSTATION,SHIPPED,2025-09-17 05:03:29+00:00,238.04,<app.models.models.Customer object at 0x7f572cdd5b50>,9434650206217086580813
200013714650493,SHIPSTATION,SHIPPED,2025-09-15 13:55:26.977000+00:00,155.00,<app.models.models.Customer object at 0x7f572cd4b850>,393310624991
01-13601-21326,SHIPSTATION,SHIPPED,2025-09-16 21:08:54+00:00,29.27,<app.models.models.Customer object at 0x7f572cdd6f50>,9400150206217285092795
200013508770811,SHIPSTATION,SHIPPED,2025-09-14 20:36:07.923000+00:00,226.90,<app.models.models.Customer object at 0x7f572cdd7b50>,393228370226
200013846877317,SHIPSTATION,SHIPPED,2025-09-17 09:25:44.273000+00:00,288.90,<app.models.models.Customer object at 0x7f572cd59750>,None
04-13603-18247,SHIPSTATION,SHIPPED,2025-09-18 11:17:46+00:00,137.17,<app.models.models.Customer object at 0x7f572cd58450>,9434650206217086969373
20-13578-32464,SHIPSTATION,SHIPPED,2025-09-17 15:49:52+00:00,80.84,<app.models.models.Customer object at 0x7f572cdd6a50>,9400150105501167120280
24-13588-00087,SHIPSTATION,SHIPPED,2025-09-17 18:04:48+00:00,161.17,<app.models.models.Customer object at 0x7f572cd5a150>,9434650206217086580905
20-13579-35569,SHIPSTATION,SHIPPED,2025-09-17 23:26:05+00:00,43.65,<app.models.models.Customer object at 0x7f572cd68b50>,9400150206217286160196
13-13580-52857,SHIPSTATION,SHIPPED,2025-09-15 21:09:35+00:00,29.48,<app.models.models.Customer object at 0x7f574572eb50>,9400150206217283084679
26-13559-99123,SHIPSTATION,SHIPPED,2025-09-15 08:45:32+00:00,57.97,<app.models.models.Customer object at 0x7f572cd10350>,9400150206217280999075
26-13537-61742,SHIPSTATION,SHIPPED,2025-09-09 15:01:38+00:00,47.69,<app.models.models.Customer object at 0x7f572cdbe750>,9400150105501164727178
25-13563-52089,SHIPSTATION,SHIPPED,2025-09-15 17:21:13+00:00,28.76,<app.models.models.Customer object at 0x7f572cd4b050>,9434650105501049645278
22-13580-05903,SHIPSTATION,SHIPPED,2025-09-18 18:36:22+00:00,278.36,<app.models.models.Customer object at 0x7f572cd5ac50>,9434650206217086925232
24-13579-85198,SHIPSTATION,SHIPPED,2025-09-15 19:30:45+00:00,564.59,<app.models.models.Customer object at 0x7f574572ee50>,393286114782
22-13575-81345,SHIPSTATION,SHIPPED,2025-09-17 17:03:06+00:00,32.17,<app.models.models.Customer object at 0x7f572cd59f50>,9400150105501167120303
21-13563-87553,SHIPSTATION,SHIPPED,2025-09-14 17:41:11+00:00,258.87,<app.models.models.Customer object at 0x7f572cdd6050>,9434650206217084850772
09-13572-08561,SHIPSTATION,SHIPPED,2025-09-12 12:16:00+00:00,2025.73,<app.models.models.Customer object at 0x7f572cd36b50>,9434650206217084850673
200013266050902,SHIPSTATION,SHIPPED,2025-09-16 13:40:03.543000+00:00,3.99,<app.models.models.Customer object at 0x7f572cd5a250>,9400150206217284513659
15-13570-59452,SHIPSTATION,SHIPPED,2025-09-14 10:28:34+00:00,248.59,<app.models.models.Customer object at 0x7f572cd36a50>,9434650105501049175751
04-13577-97554,SHIPSTATION,SHIPPED,2025-09-12 07:47:18+00:00,283.67,<app.models.models.Customer object at 0x7f572cd25c50>,9434650105501049175713
200013313044208,WALMART,SHIPPED,2025-09-16 23:08:05.772000+00:00,168.56,<app.models.models.Customer object at 0x7f572cd59250>,393362255611
12-13588-43574,SHIPSTATION,SHIPPED,2025-09-17 11:21:01+00:00,121.63,<app.models.models.Customer object at 0x7f572cd59a50>,9400150206217286935824
03-13601-18092,SHIPSTATION,SHIPPED,2025-09-17 15:05:14+00:00,41.87,<app.models.models.Customer object at 0x7f572cd4b950>,9400150206217286935800
16-13562-92454,SHIPSTATION,SHIPPED,2025-09-12 13:27:24+00:00,297.69,<app.models.models.Customer object at 0x7f572cd48650>,9434650105501049175744
16-13563-85496,SHIPSTATION,SHIPPED,2025-09-12 19:40:29+00:00,189.34,<app.models.models.Customer object at 0x7f572cd49a50>,9434650206217084850703
27-13552-79783,SHIPSTATION,SHIPPED,2025-09-13 21:26:19+00:00,1806.05,<app.models.models.Customer object at 0x7f57450f3750>,393241177016
12-13588-86924,SHIPSTATION,SHIPPED,2025-09-17 13:14:43+00:00,127.93,<app.models.models.Customer object at 0x7f572cdd7250>,9434650105501050854997
12-13572-47921,SHIPSTATION,SHIPPED,2025-09-13 16:34:32+00:00,177.25,<app.models.models.Customer object at 0x7f572cdd5e50>,9434650105501049175737
02-13585-34671,SHIPSTATION,SHIPPED,2025-09-13 11:59:11+00:00,560.17,<app.models.models.Customer object at 0x7f572cd49550>,393241177027
22-13593-85323,SHIPSTATION,AWAITING_SHIPMENT,2025-09-22 09:41:28+00:00,82.12,<app.models.models.Customer object at 0x7f572cde5650>,None
200013730972143,SHIPSTATION,SHIPPED,2025-09-18 15:07:18.597000+00:00,165.45,<app.models.models.Customer object at 0x7f572cd5ae50>,393397763868
15-13588-43794,SHIPSTATION,SHIPPED,2025-09-18 12:40:22+00:00,170.39,<app.models.models.Customer object at 0x7f572cdd7e50>,9434650105501051362330
200013618047030,SHIPSTATION,SHIPPED,2025-09-18 23:28:29.917000+00:00,2.00,<app.models.models.Customer object at 0x7f572cd69850>,9400150206217287063427
20-13560-20919,SHIPSTATION,SHIPPED,2025-09-13 09:27:59+00:00,308.98,<app.models.models.Customer object at 0x7f572cdd5d50>,9434650105501049175683
14-13586-24524,SHIPSTATION,SHIPPED,2025-09-17 14:27:44+00:00,29.02,<app.models.models.Customer object at 0x7f572cd4b650>,9400150105501167120273
19-13576-39241,SHIPSTATION,SHIPPED,2025-09-16 21:00:12+00:00,22.25,<app.models.models.Customer object at 0x7f572cd59550>,9434650105501050089177
01-13599-98791,SHIPSTATION,SHIPPED,2025-09-16 13:37:27+00:00,235.64,<app.models.models.Customer object at 0x7f572cd5aa50>,9434650206217085997216
200013560157196,SHIPSTATION,SHIPPED,2025-09-17 17:34:50.863000+00:00,219.99,<app.models.models.Customer object at 0x7f572cd5b050>,9434650105501050854782
25-13563-06741,SHIPSTATION,SHIPPED,2025-09-15 14:44:11+00:00,20.51,<app.models.models.Customer object at 0x7f572cd4bc50>,9400150105501163389506
23-13570-34152,SHIPSTATION,SHIPPED,2025-09-16 16:56:26+00:00,59.37,<app.models.models.Customer object at 0x7f572cd5a650>,9400150206217284509225
01-13599-73394,SHIPSTATION,SHIPPED,2025-09-16 12:30:16+00:00,29.82,<app.models.models.Customer object at 0x7f572cdd6e50>,9400150206217284512331
03-13597-04381,SHIPSTATION,SHIPPED,2025-09-16 15:14:27+00:00,28.49,<app.models.models.Customer object at 0x7f572cd37150>,9400150206217284514090
23-13574-20982,SHIPSTATION,SHIPPED,2025-09-17 15:08:21+00:00,168.20,<app.models.models.Customer object at 0x7f572cd4bd50>,9434650105501050855062
200013724494496,SHIPSTATION,SHIPPED,2025-09-15 18:11:00.063000+00:00,9.99,<app.models.models.Customer object at 0x7f572cd4b350>,9400150206217283136507
03-13596-15001,SHIPSTATION,SHIPPED,2025-09-16 11:07:32+00:00,79.77,<app.models.models.Customer object at 0x7f572cd4a450>,9400150206217284512881
21-13570-77585,SHIPSTATION,SHIPPED,2025-09-16 08:07:40+00:00,277.04,<app.models.models.Customer object at 0x7f572cd36550>,9434650105501050190514
06-13593-72486,SHIPSTATION,SHIPPED,2025-09-16 17:49:25+00:00,262.46,<app.models.models.Customer object at 0x7f572cd37250>,9434650105501050289065
03-13598-11423,SHIPSTATION,SHIPPED,2025-09-16 22:48:33+00:00,27.77,<app.models.models.Customer object at 0x7f572cd5a850>,9400150105501165295478
16-13579-45646,SHIPSTATION,SHIPPED,2025-09-16 15:03:07+00:00,120.58,<app.models.models.Customer object at 0x7f572cd36d50>,9434650206217085996042
26-13565-06542,SHIPSTATION,SHIPPED,2025-09-16 11:07:26+00:00,519.43,<app.models.models.Customer object at 0x7f572cd49f50>,393324211725
13-13583-79882,SHIPSTATION,SHIPPED,2025-09-16 15:03:04+00:00,41.59,<app.models.models.Customer object at 0x7f572cd36c50>,9400150206217285114183
13-13588-69974,SHIPSTATION,SHIPPED,2025-09-17 19:34:03+00:00,58.25,<app.models.models.Customer object at 0x7f572cd5a550>,9400150105501166364982
112-1691958-2691467,SHIPSTATION,SHIPPED,2025-09-17 10:02:03+00:00,132.84,<app.models.models.Customer object at 0x7f572cd5a050>,393324538579
200013724430756,SHIPSTATION,SHIPPED,2025-09-17 17:55:03.800000+00:00,5.22,<app.models.models.Customer object at 0x7f572cd68c50>,9434650105501050602529
15-13533-55417,SHIPSTATION,SHIPPED,2025-09-05 05:32:02+00:00,200.61,<app.models.models.Customer object at 0x7f572cd4ad50>,9400150206217286421488
200013413425904,SHIPSTATION,SHIPPED,2025-09-16 11:52:39.800000+00:00,0.00,<app.models.models.Customer object at 0x7f572cd4b550>,None
200013597335035,SHIPSTATION,SHIPPED,2025-09-16 10:13:04.870000+00:00,226.90,<app.models.models.Customer object at 0x7f572cdd5a50>,393362204529
11-13593-50467,SHIPSTATION,SHIPPED,2025-09-18 10:46:26+00:00,198.12,<app.models.models.Customer object at 0x7f572cd4aa50>,9434650206217086892398
200013724060792,SHIPSTATION,SHIPPED,2025-09-16 17:55:31.737000+00:00,215.00,<app.models.models.Customer object at 0x7f572cdd5c50>,None
15-13580-34095,SHIPSTATION,SHIPPED,2025-09-16 13:03:33+00:00,230.84,<app.models.models.Customer object at 0x7f572cdd5250>,9434650206217085997209
14-13580-19507,SHIPSTATION,SHIPPED,2025-09-16 06:40:01+00:00,125.50,<app.models.models.Customer object at 0x7f572cd13c50>,9434650105501050294793
200013598917058,SHIPSTATION,SHIPPED,2025-09-17 06:17:53.263000+00:00,192.81,<app.models.models.Customer object at 0x7f572cde4250>,393359024323
06-13600-36648,SHIPSTATION,SHIPPED,2025-09-18 09:58:57+00:00,169.70,<app.models.models.Customer object at 0x7f572cd37850>,9434650206217087098911
16-13589-81571,SHIPSTATION,SHIPPED,2025-09-19 07:12:24+00:00,182.08,<app.models.models.Customer object at 0x7f572cd5b950>,9434650105501051262555
200013628488483,SHIPSTATION,SHIPPED,2025-09-16 08:04:23.307000+00:00,262.26,<app.models.models.Customer object at 0x7f572cd59450>,9434650206217085832050
24-13583-53547,SHIPSTATION,SHIPPED,2025-09-16 16:10:07+00:00,151.89,<app.models.models.Customer object at 0x7f572cd48a50>,9434650206217086000229
19-13584-31438,SHIPSTATION,SHIPPED,2025-09-18 19:22:47+00:00,47.57,<app.models.models.Customer object at 0x7f572cd5b450>,9400150105501167214781
200013624701857,SHIPSTATION,SHIPPED,2025-09-17 21:37:23.107000+00:00,310.00,<app.models.models.Customer object at 0x7f572cd5b750>,393400395060
08-13590-66874,SHIPSTATION,SHIPPED,2025-09-16 18:09:39+00:00,515.05,<app.models.models.Customer object at 0x7f572cdd5850>,393324211611
200013376619247,SHIPSTATION,SHIPPED,2025-09-18 18:39:34.400000+00:00,168.98,<app.models.models.Customer object at 0x7f572cd69c50>,393402745368
26-13574-93974,SHIPSTATION,SHIPPED,2025-09-18 20:35:54+00:00,226.05,<app.models.models.Customer object at 0x7f572cd5b850>,9434650105501051142314
21-13580-66734,SHIPSTATION,SHIPPED,2025-09-18 15:23:24+00:00,286.91,<app.models.models.Customer object at 0x7f572cd4ab50>,9434650105501051141928
06-13600-79832,SHIPSTATION,SHIPPED,2025-09-18 11:52:23+00:00,124.33,<app.models.models.Customer object at 0x7f572cd68750>,9434650105501051164255
06-13611-19199,SHIPSTATION,AWAITING_SHIPMENT,2025-09-21 09:19:22+00:00,301.21,<app.models.models.Customer object at 0x7f572cd69750>,None
200013748419993,SHIPSTATION,SHIPPED,2025-09-17 12:37:22.347000+00:00,616.89,<app.models.models.Customer object at 0x7f572cdd6c50>,393359876013
200013650145171,SHIPSTATION,SHIPPED,2025-09-16 17:42:39.603000+00:00,158.90,<app.models.models.Customer object at 0x7f572cde4350>,393343363098
23-13573-74576,SHIPSTATION,SHIPPED,2025-09-17 12:50:31+00:00,128.81,<app.models.models.Customer object at 0x7f572cd4a350>,9434650206217086457450
09-13608-66934,SHIPSTATION,AWAITING_SHIPMENT,2025-09-21 17:57:24+00:00,255.13,<app.models.models.Customer object at 0x7f572cde5550>,None
19-13589-40410,SHIPSTATION,AWAITING_SHIPMENT,2025-09-20 07:05:04+00:00,201.79,<app.models.models.Customer object at 0x7f572cdbdb50>,None
200013743860967,SHIPSTATION,SHIPPED,2025-09-19 05:13:10.393000+00:00,262.26,<app.models.models.Customer object at 0x7f572cd69550>,9434650206217087983613
06-13616-31799,SHIPSTATION,AWAITING_SHIPMENT,2025-09-22 11:20:05+00:00,75.55,<app.models.models.Customer object at 0x7f572cde5850>,None
25-13589-99873,SHIPSTATION,AWAITING_SHIPMENT,2025-09-22 09:57:56+00:00,26.74,<app.models.models.Customer object at 0x7f572cd6b650>,None
13-13591-34233,SHIPSTATION,AWAITING_SHIPMENT,2025-09-18 12:01:09+00:00,123.48,<app.models.models.Customer object at 0x7f572cd68750>,None
17-13593-51164,SHIPSTATION,AWAITING_SHIPMENT,2025-09-20 14:32:48+00:00,84.00,<app.models.models.Customer object at 0x7f572cde4b50>,None
11-13608-99997,SHIPSTATION,AWAITING_SHIPMENT,2025-09-22 10:21:39+00:00,36.67,<app.models.models.Customer object at 0x7f572cd6b750>,None
01-13623-15526,SHIPSTATION,AWAITING_SHIPMENT,2025-09-22 10:42:32+00:00,490.26,<app.models.models.Customer object at 0x7f572cd6b850>,None
200013678879437,SHIPSTATION,AWAITING_SHIPMENT,2025-09-17 12:26:50.967000+00:00,206.99,<app.models.models.Customer object at 0x7f572cd59350>,None
01-13609-27081,SHIPSTATION,SHIPPED,2025-09-18 20:19:20+00:00,169.11,<app.models.models.Customer object at 0x7f572cd5b650>,9434650105501051362248
12-13608-14617,SHIPSTATION,AWAITING_SHIPMENT,2025-09-22 11:27:06+00:00,193.74,<app.models.models.Customer object at 0x7f572cd6ba50>,None
200013648719555,SHIPSTATION,SHIPPED,2025-09-16 07:12:19.613000+00:00,319.94,<app.models.models.Customer object at 0x7f572cdd7150>,9434650105501050039660
15-13551-15210,SHIPSTATION,SHIPPED,2025-09-09 09:52:51+00:00,48.98,<app.models.models.Customer object at 0x7f572cdbd250>,9434650206217087984337
11-13609-03331,SHIPSTATION,AWAITING_SHIPMENT,2025-09-22 10:28:14+00:00,46.62,<app.models.models.Customer object at 0x7f572cde5750>,None
04-13610-20992,SHIPSTATION,AWAITING_SHIPMENT,2025-09-20 09:22:59+00:00,23.99,<app.models.models.Customer object at 0x7f572cdd5650>,None
18-13583-80048,SHIPSTATION,SHIPPED,2025-09-18 09:39:21+00:00,59.37,<app.models.models.Customer object at 0x7f572cd5a650>,9400150206217288558502
200013431422578,SHIPSTATION,SHIPPED,2025-09-17 13:15:26.147000+00:00,164.44,<app.models.models.Customer object at 0x7f572cd5ab50>,None
200013555029282,SHIPSTATION,SHIPPED,2025-09-19 11:39:17.160000+00:00,203.99,<app.models.models.Customer object at 0x7f572cd4ae50>,None
22-13585-76680,SHIPSTATION,SHIPPED,2025-09-20 09:26:35+00:00,360.00,<app.models.models.Customer object at 0x7f572cdd6b50>,9434650206217087172925
18-13588-64187,SHIPSTATION,AWAITING_SHIPMENT,2025-09-19 13:55:51+00:00,462.51,<app.models.models.Customer object at 0x7f572cde4650>,None
09-13597-14117,SHIPSTATION,SHIPPED,2025-09-18 15:42:08+00:00,197.66,<app.models.models.Customer object at 0x7f572cd49350>,9434650105501051291210
200013349809171,SHIPSTATION,SHIPPED,2025-09-17 14:52:16.613000+00:00,139.18,<app.models.models.Customer object at 0x7f572cd5a950>,None
06-13600-77554,SHIPSTATION,SHIPPED,2025-09-18 11:46:14+00:00,340.50,<app.models.models.Customer object at 0x7f572cd59650>,9434650206217086973066
12-13563-63395,SHIPSTATION,SHIPPED,2025-09-11 09:14:20+00:00,202.70,<app.models.models.Customer object at 0x7f572cd24850>,9434650206217085950242
03-13611-47841,SHIPSTATION,AWAITING_SHIPMENT,2025-09-20 09:28:41+00:00,378.90,<app.models.models.Customer object at 0x7f572cdd6b50>,None
200013405134317,SHIPSTATION,SHIPPED,2025-09-18 09:37:01.267000+00:00,577.80,<app.models.models.Customer object at 0x7f572cd49450>,393390042031
200013781435848,SHIPSTATION,SHIPPED,2025-09-17 13:42:13.430000+00:00,262.26,<app.models.models.Customer object at 0x7f572cde4050>,None
200013694115405,SHIPSTATION,AWAITING_SHIPMENT,2025-09-19 11:00:16.363000+00:00,183.20,<app.models.models.Customer object at 0x7f572cd69250>,None
19-13579-40914,SHIPSTATION,SHIPPED,2025-09-17 13:59:15+00:00,68.84,<app.models.models.Customer object at 0x7f572cd58950>,9400150105501167120297
05-13550-63972,SHIPSTATION,SHIPPED,2025-09-05 22:14:32+00:00,197.05,<app.models.models.Customer object at 0x7f572cd34d50>,9434650105501050927103
24-13590-74224,SHIPSTATION,SHIPPED,2025-09-18 11:18:32+00:00,160.13,<app.models.models.Customer object at 0x7f572cd59150>,9434650206217086831090
200013584035438,SHIPSTATION,SHIPPED,2025-09-18 06:37:56.917000+00:00,288.90,<app.models.models.Customer object at 0x7f572cd59950>,9434650105501050988692
14-13598-59401,SHIPSTATION,SHIPPED,2025-09-20 22:13:41+00:00,46.05,<app.models.models.Customer object at 0x7f572cde4c50>,9400150105501171855567
200013796550342,SHIPSTATION,AWAITING_SHIPMENT,2025-09-21 05:04:43.010000+00:00,128.00,<app.models.models.Customer object at 0x7f572cd6ab50>,None
13-13599-23213,SHIPSTATION,SHIPPED,2025-09-20 14:32:02+00:00,716.30,<app.models.models.Customer object at 0x7f572cd69150>,9434650206217087934226
13-13593-10895,SHIPSTATION,SHIPPED,2025-09-18 23:40:46+00:00,29.15,<app.models.models.Customer object at 0x7f572cd5ad50>,9434650105501050883690
05-13600-79933,SHIPSTATION,SHIPPED,2025-09-18 04:50:41+00:00,150.45,<app.models.models.Customer object at 0x7f572cd24b50>,9434650105501050777968
13-13598-55833,SHIPSTATION,AWAITING_SHIPMENT,2025-09-20 10:52:06+00:00,249.75,<app.models.models.Customer object at 0x7f572cdd7850>,None
02-13617-68690,SHIPSTATION,AWAITING_SHIPMENT,2025-09-21 13:38:11+00:00,258.09,<app.models.models.Customer object at 0x7f572cd6a250>,None
14-13601-54041,SHIPSTATION,SHIPPED,2025-09-21 15:30:41+00:00,31.26,<app.models.models.Customer object at 0x7f572cd6a350>,9400150206217291901609
07-13604-04567,SHIPSTATION,SHIPPED,2025-09-19 16:21:36+00:00,289.96,<app.models.models.Customer object at 0x7f572cd68850>,9434650206217087766674
22-13586-64225,SHIPSTATION,SHIPPED,2025-09-20 13:52:30+00:00,125.79,<app.models.models.Customer object at 0x7f572cd68f50>,9434650105501052002501
200013650104690,SHIPSTATION,AWAITING_SHIPMENT,2025-09-19 22:09:04.983000+00:00,157.31,<app.models.models.Customer object at 0x7f572cd68150>,None
01-13609-27305,SHIPSTATION,SHIPPED,2025-09-18 20:20:28+00:00,268.04,<app.models.models.Customer object at 0x7f572cde4550>,393412076667
15-13588-67477,SHIPSTATION,SHIPPED,2025-09-18 13:47:44+00:00,197.21,<app.models.models.Customer object at 0x7f572cd5b250>,9434650206217086914342
08-13609-63059,SHIPSTATION,AWAITING_SHIPMENT,2025-09-21 16:15:16+00:00,166.50,<app.models.models.Customer object at 0x7f572cde5350>,None
04-13610-17195,SHIPSTATION,SHIPPED,2025-09-20 09:12:36+00:00,527.76,<app.models.models.Customer object at 0x7f572cdd7850>,9434650105501051437489
12-13594-78929,SHIPSTATION,SHIPPED,2025-09-19 03:15:28+00:00,33.13,<app.models.models.Customer object at 0x7f572cd5af50>,9400150105501171379926
200013534096287,SHIPSTATION,SHIPPED,2025-09-19 19:25:57.823000+00:00,1.32,<app.models.models.Customer object at 0x7f572cde5150>,9400150105501170923809
200013647176461,SHIPSTATION,AWAITING_SHIPMENT,2025-09-21 11:42:24.720000+00:00,128.00,<app.models.models.Customer object at 0x7f572cde4e50>,None
23-13582-42092,SHIPSTATION,SHIPPED,2025-09-19 17:38:05+00:00,123.11,<app.models.models.Customer object at 0x7f572cde5050>,9434650206217087767916
06-13607-71678,SHIPSTATION,AWAITING_SHIPMENT,2025-09-20 09:25:33+00:00,487.20,<app.models.models.Customer object at 0x7f572cdd7850>,None
25-13581-81053,SHIPSTATION,AWAITING_SHIPMENT,2025-09-20 09:27:19+00:00,695.64,<app.models.models.Customer object at 0x7f572cdd7850>,None
200013640663943,SHIPSTATION,SHIPPED,2025-09-19 17:46:17.653000+00:00,0.66,<app.models.models.Customer object at 0x7f572cde5250>,9400150105501170914814
25-13584-39606,SHIPSTATION,AWAITING_SHIPMENT,2025-09-21 04:33:09+00:00,181.20,<app.models.models.Customer object at 0x7f572cde4f50>,None
200013721252748,WALMART,AWAITING_SHIPMENT,2025-09-19 23:20:47.717000+00:00,173.10,<app.models.models.Customer object at 0x7f572cd5b350>,None
24-13597-80338,SHIPSTATION,SHIPPED,2025-09-20 09:31:57+00:00,163.50,<app.models.models.Customer object at 0x7f572cd58050>,9400150206217288839267
18-13593-84730,SHIPSTATION,SHIPPED,2025-09-21 04:38:20+00:00,187.38,<app.models.models.Customer object at 0x7f572cde4f50>,9434650206217087868187
12-13601-42608,SHIPSTATION,SHIPPED,2025-09-20 21:35:41+00:00,280.65,<app.models.models.Customer object at 0x7f572cd69050>,9434650206217087984535
04-13611-92861,SHIPSTATION,SHIPPED,2025-09-20 19:29:09+00:00,164.96,<app.models.models.Customer object at 0x7f572cd5bb50>,9434650105501052097323
03-13615-93717,SHIPSTATION,AWAITING_SHIPMENT,2025-09-21 13:22:50+00:00,222.78,<app.models.models.Customer object at 0x7f572cd69d50>,None
09-13608-19372,SHIPSTATION,AWAITING_SHIPMENT,2025-09-21 15:25:00+00:00,258.33,<app.models.models.Customer object at 0x7f572cd6a150>,None
18-13591-25699,SHIPSTATION,SHIPPED,2025-09-20 09:27:59+00:00,48.00,<app.models.models.Customer object at 0x7f572cd37c50>,None
200013592800499,SHIPSTATION,AWAITING_SHIPMENT,2025-09-19 14:22:52.710000+00:00,164.96,<app.models.models.Customer object at 0x7f572cde4a50>,None
200013591492780,SHIPSTATION,SHIPPED,2025-09-19 08:31:46.747000+00:00,195.00,<app.models.models.Customer object at 0x7f572cd69450>,None
200013757021087,SHIPSTATION,AWAITING_SHIPMENT,2025-09-21 10:12:50.197000+00:00,288.90,<app.models.models.Customer object at 0x7f572cd6a650>,None
114-5790314-8205064,SHIPSTATION,SHIPPED,2025-09-19 05:57:54+00:00,133.72,<app.models.models.Customer object at 0x7f572cd68450>,393407284959
27-13583-21243,SHIPSTATION,CANCELLED,2025-09-21 11:33:57+00:00,19.59,<app.models.models.Customer object at 0x7f572cd69e50>,None
